Age,Income_USD,Credit_Score,Total_BNPL_Active_Loans,Total_BNPL_Debt_USD,Average_Transaction_Value_USD,Employment_Status_Employed,Employment_Status_Freelancer,Employment_Status_Student,Employment_Status_Unemployed,Late_Payment_History_No,Late_Payment_History_Yes,Shopping_Category_Most_Frequent_Electronics,Shopping_Category_Most_Frequent_Fashion,Shopping_Category_Most_Frequent_Groceries/Essentials,Shopping_Category_Most_Frequent_Home/Furniture,Shopping_Category_Most_Frequent_Travel,Default_Risk
0.677563709798071,1.263608993112998,0.6082612991931206,0.36685866492008384,0.4449058573506724,0.23219223893681287,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Low
1.2196002751769723,-1.6324285293176999,-1.3684748751012588,2.514094412084525,2.2103551111648203,0.8823696799951377,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,High
-0.2516418308514739,-0.5463431356996324,-0.8055632493088196,-0.16995027187102651,-0.1171166569031121,-0.8111157478777083,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Low
-0.8711121912845039,0.13600539337281453,0.3988058105261664,0.36685866492008384,1.1275885724047043,-0.9169585871197613,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Low
1.4519016603393584,0.019673863527015154,0.8569896919851285,1.4404765385023044,1.2927025313945169,-0.13069749560736843,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Low
-1.2582811665551477,-0.26078380046360794,0.3464419383594279,0.9036676017111942,1.2260218941101695,-1.2118064964369086,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Low
0.05809334936504106,1.0198028093853908,-0.17719678330795732,-0.7067592086621368,-0.587056386335655,-0.75441422685518,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Low
1.9939382257182596,0.33849475273799273,0.7522619476516514,1.4404765385023044,0.5560402528245846,-0.2365403348494213,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Low
-1.1808473715010188,1.1004226405133797,-0.9495638977673505,-0.7067592086621368,-0.6696133658305612,1.4456047888189192,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Low
-0.3290756259056027,0.854770457321976,-1.2113832586010431,0.36685866492008384,0.9402477343201096,-1.0492621361723273,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Low
-1.1034135764468902,-0.07702294474931144,0.20244128990089696,0.36685866492008384,0.549689715940361,-0.9471993983317764,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Low
-1.1808473715010188,-0.19365654723464118,0.1762593538175277,-1.2435681454532472,-1.1078004108419863,-0.6599116918176329,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Low
-1.1808473715010188,0.6378823021391844,0.3595329064011125,-1.2435681454532472,-1.1078004108419863,1.2263589075318095,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Low
-0.17420803579734517,0.07179817565930784,1.8257213270697912,1.4404765385023044,0.9720004187412273,-1.1097437585963577,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Low
-0.7936783962303752,-0.07856687157357768,0.33335097031774324,-1.2435681454532472,-1.1078004108419863,0.07342798007373355,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Low
-0.7936783962303752,1.2914332395764045,0.660625171359859,-0.7067592086621368,-0.5648295072408726,0.41363710620890354,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Low
0.7549975048521997,-1.312399349548601,0.0060767692756275036,0.36685866492008384,-0.644211218293667,1.6421700616970174,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Low
2.3036734059347745,-0.4737785749591194,-1.4862935874764203,-0.7067592086621368,-0.7108918555780144,0.1225692982932581,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Low
0.9098650949604573,-0.16996062684481592,-1.1982922905593585,-0.7067592086621368,-0.7489950768833556,0.5724013650719828,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Low
-1.1808473715010188,1.434212907194417,1.3413555095274599,-0.16995027187102651,-0.5267262859355313,-1.1513248740128783,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Low
